<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,23/10/18,23:17,111900,111940,111900,111940,32
SPFB.RTS-12.18,1,23/10/18,23:18,111940,111960,111920,111930,121
SPFB.RTS-12.18,1,23/10/18,23:19,111920,111930,111910,111910,30
SPFB.RTS-12.18,1,23/10/18,23:20,111920,111920,111910,111920,19
SPFB.RTS-12.18,1,23/10/18,23:21,111910,111920,111820,111830,249
SPFB.RTS-12.18,1,23/10/18,23:22,111830,111880,111800,111880,261
SPFB.RTS-12.18,1,23/10/18,23:23,111880,111880,111840,111860,45
SPFB.RTS-12.18,1,23/10/18,23:24,111840,111890,111840,111890,53
SPFB.RTS-12.18,1,23/10/18,23:25,111880,111910,111870,111910,100
SPFB.RTS-12.18,1,23/10/18,23:26,111900,111900,111880,111890,45
SPFB.RTS-12.18,1,23/10/18,23:27,111890,111900,111890,111900,21
SPFB.RTS-12.18,1,23/10/18,23:28,111900,111920,111900,111920,81
SPFB.RTS-12.18,1,23/10/18,23:29,111910,111910,111900,111900,84
SPFB.RTS-12.18,1,23/10/18,23:30,111900,111900,111870,111890,126
SPFB.RTS-12.18,1,23/10/18,23:31,111880,111880,111680,111780,1341
SPFB.RTS-12.18,1,23/10/18,23:32,111770,111800,111730,111740,127
SPFB.RTS-12.18,1,23/10/18,23:33,111760,111830,111740,111770,207
SPFB.RTS-12.18,1,23/10/18,23:34,111760,111830,111750,111820,145
SPFB.RTS-12.18,1,23/10/18,23:35,111800,111840,111790,111840,81
SPFB.RTS-12.18,1,23/10/18,23:36,111850,111850,111800,111830,66
SPFB.RTS-12.18,1,23/10/18,23:37,111840,111850,111830,111850,55
SPFB.RTS-12.18,1,23/10/18,23:38,111840,111880,111830,111880,144
SPFB.RTS-12.18,1,23/10/18,23:39,111860,111860,111840,111860,52
SPFB.RTS-12.18,1,23/10/18,23:40,111850,111860,111830,111830,32
SPFB.RTS-12.18,1,23/10/18,23:41,111840,111840,111780,111800,216
SPFB.RTS-12.18,1,23/10/18,23:42,111810,111820,111780,111800,110
SPFB.RTS-12.18,1,23/10/18,23:43,111800,111830,111750,111770,193
SPFB.RTS-12.18,1,23/10/18,23:44,111750,111840,111740,111830,307
SPFB.RTS-12.18,1,23/10/18,23:45,111830,111830,111780,111780,85
SPFB.RTS-12.18,1,23/10/18,23:46,111800,111830,111790,111820,147
SPFB.RTS-12.18,1,23/10/18,23:47,111830,111850,111810,111850,62
SPFB.RTS-12.18,1,23/10/18,23:48,111850,111850,111840,111850,61
SPFB.RTS-12.18,1,23/10/18,23:49,111860,112040,111860,111990,626
SPFB.RTS-12.18,1,23/10/18,23:50,111980,112000,111910,111910,490
SPFB.RTS-12.18,1,23/11/18,10:01,113450,113450,112880,112890,5411
SPFB.RTS-12.18,1,23/11/18,10:02,112880,112890,112670,112700,4109
SPFB.RTS-12.18,1,23/11/18,10:03,112690,112790,112660,112730,2418
SPFB.RTS-12.18,1,23/11/18,10:04,112720,112790,112720,112740,803
SPFB.RTS-12.18,1,23/11/18,10:05,112730,112760,112710,112740,643
SPFB.RTS-12.18,1,23/11/18,10:06,112720,112830,112720,112820,1214
SPFB.RTS-12.18,1,23/11/18,10:07,112820,112820,112750,112760,889
SPFB.RTS-12.18,1,23/11/18,10:08,112760,112810,112740,112780,530
SPFB.RTS-12.18,1,23/11/18,10:09,112790,112820,112780,112810,391
SPFB.RTS-12.18,1,23/11/18,10:10,112820,112830,112800,112810,519
SPFB.RTS-12.18,1,23/11/18,10:11,112810,112850,112780,112820,857
SPFB.RTS-12.18,1,23/11/18,10:12,112810,112820,112770,112810,359
SPFB.RTS-12.18,1,23/11/18,10:13,112800,112810,112750,112790,880
SPFB.RTS-12.18,1,23/11/18,10:14,112780,112800,112770,112790,439
SPFB.RTS-12.18,1,23/11/18,10:15,112790,112800,112770,112780,788
SPFB.RTS-12.18,1,23/11/18,10:16,112790,112800,112750,112780,659
SPFB.RTS-12.18,1,23/11/18,10:17,112770,112770,112690,112710,994
SPFB.RTS-12.18,1,23/11/18,10:18,112700,112870,112690,112860,1773
SPFB.RTS-12.18,1,23/11/18,10:19,112850,112850,112710,112740,719
SPFB.RTS-12.18,1,23/11/18,10:20,112730,112770,112700,112740,514
SPFB.RTS-12.18,1,23/11/18,10:21,112750,112750,112570,112610,2177
SPFB.RTS-12.18,1,23/11/18,10:22,112600,112650,112540,112590,1099
SPFB.RTS-12.18,1,23/11/18,10:23,112590,112600,112570,112600,343
SPFB.RTS-12.18,1,23/11/18,10:24,112600,112640,112590,112630,444
SPFB.RTS-12.18,1,23/11/18,10:25,112640,112650,112610,112640,332
SPFB.RTS-12.18,1,23/11/18,10:26,112640,112650,112580,112590,553
SPFB.RTS-12.18,1,23/11/18,10:27,112590,112590,112480,112540,1829
SPFB.RTS-12.18,1,23/11/18,10:28,112540,112560,112510,112550,650
SPFB.RTS-12.18,1,23/11/18,10:29,112550,112610,112530,112600,590
SPFB.RTS-12.18,1,23/11/18,10:30,112600,112610,112500,112530,615
SPFB.RTS-12.18,1,23/11/18,10:31,112530,112540,112440,112470,1489
SPFB.RTS-12.18,1,23/11/18,10:32,112470,112560,112470,112510,828
SPFB.RTS-12.18,1,23/11/18,10:33,112520,112550,112500,112540,249
SPFB.RTS-12.18,1,23/11/18,10:34,112540,112550,112520,112540,323
SPFB.RTS-12.18,1,23/11/18,10:35,112540,112600,112540,112590,642
SPFB.RTS-12.18,1,23/11/18,10:36,112590,112610,112570,112590,460
SPFB.RTS-12.18,1,23/11/18,10:37,112590,112590,112520,112560,391
SPFB.RTS-12.18,1,23/11/18,10:38,112550,112580,112540,112540,271
SPFB.RTS-12.18,1,23/11/18,10:39,112550,112640,112540,112630,672
SPFB.RTS-12.18,1,23/11/18,10:40,112630,112640,112600,112630,284
SPFB.RTS-12.18,1,23/11/18,10:41,112630,112660,112600,112620,493
SPFB.RTS-12.18,1,23/11/18,10:42,112620,112620,112550,112570,354
SPFB.RTS-12.18,1,23/11/18,10:43,112560,112610,112540,112610,271
SPFB.RTS-12.18,1,23/11/18,10:44,112610,112630,112580,112600,175
SPFB.RTS-12.18,1,23/11/18,10:45,112600,112630,112570,112610,409
SPFB.RTS-12.18,1,23/11/18,10:46,112600,112610,112580,112590,240
SPFB.RTS-12.18,1,23/11/18,10:47,112590,112620,112570,112620,503
SPFB.RTS-12.18,1,23/11/18,10:48,112620,112650,112620,112640,423
SPFB.RTS-12.18,1,23/11/18,10:49,112630,112720,112630,112670,1166
SPFB.RTS-12.18,1,23/11/18,10:50,112650,112700,112640,112700,218
SPFB.RTS-12.18,1,23/11/18,10:51,112700,112710,112640,112690,424
SPFB.RTS-12.18,1,23/11/18,10:52,112690,112750,112690,112750,666
SPFB.RTS-12.18,1,23/11/18,10:53,112750,112770,112730,112770,384
SPFB.RTS-12.18,1,23/11/18,10:54,112770,112820,112760,112780,1114
SPFB.RTS-12.18,1,23/11/18,10:55,112780,112840,112750,112810,802
SPFB.RTS-12.18,1,23/11/18,10:56,112810,112810,112750,112780,324
SPFB.RTS-12.18,1,23/11/18,10:57,112780,112790,112760,112770,170
SPFB.RTS-12.18,1,23/11/18,10:58,112780,112820,112760,112820,207
SPFB.RTS-12.18,1,23/11/18,10:59,112800,112810,112720,112780,1090
SPFB.RTS-12.18,1,23/11/18,11:00,112770,112780,112730,112770,446
SPFB.RTS-12.18,1,23/11/18,11:01,112770,112810,112730,112740,864
SPFB.RTS-12.18,1,23/11/18,11:02,112740,112790,112730,112760,331
SPFB.RTS-12.18,1,23/11/18,11:03,112750,112760,112680,112730,807
SPFB.RTS-12.18,1,23/11/18,11:04,112740,112750,112690,112730,217
SPFB.RTS-12.18,1,23/11/18,11:05,112730,112730,112680,112680,204
SPFB.RTS-12.18,1,23/11/18,11:06,112690,112700,112540,112610,1723
SPFB.RTS-12.18,1,23/11/18,11:07,112600,112650,112570,112610,647
SPFB.RTS-12.18,1,23/11/18,11:08,112600,112650,112580,112610,203
SPFB.RTS-12.18,1,23/11/18,11:09,112590,112640,112550,112630,568
SPFB.RTS-12.18,1,23/11/18,11:10,112640,112640,112550,112590,543
SPFB.RTS-12.18,1,23/11/18,11:11,112600,112630,112540,112550,303
SPFB.RTS-12.18,1,23/11/18,11:12,112560,112560,112480,112520,1350
SPFB.RTS-12.18,1,23/11/18,11:13,112520,112600,112520,112560,263
SPFB.RTS-12.18,1,23/11/18,11:14,112570,112640,112570,112630,399
SPFB.RTS-12.18,1,23/11/18,11:15,112620,112690,112600,112690,529
SPFB.RTS-12.18,1,23/11/18,11:16,112700,112700,112590,112660,636
SPFB.RTS-12.18,1,23/11/18,11:17,112670,112700,112630,112700,687
SPFB.RTS-12.18,1,23/11/18,11:18,112690,112770,112690,112720,518
SPFB.RTS-12.18,1,23/11/18,11:19,112720,112760,112670,112750,812
SPFB.RTS-12.18,1,23/11/18,11:20,112760,112790,112720,112770,466
SPFB.RTS-12.18,1,23/11/18,11:21,112780,112880,112730,112810,1618
SPFB.RTS-12.18,1,23/11/18,11:22,112810,112890,112810,112850,830
SPFB.RTS-12.18,1,23/11/18,11:23,112850,112850,112790,112790,678
SPFB.RTS-12.18,1,23/11/18,11:24,112790,112800,112720,112720,499
SPFB.RTS-12.18,1,23/11/18,11:25,112720,112750,112670,112730,812
SPFB.RTS-12.18,1,23/11/18,11:26,112730,112740,112620,112620,752
SPFB.RTS-12.18,1,23/11/18,11:27,112630,112740,112620,112690,727
SPFB.RTS-12.18,1,23/11/18,11:28,112680,112730,112650,112710,271
SPFB.RTS-12.18,1,23/11/18,11:29,112710,112850,112710,112810,720
SPFB.RTS-12.18,1,23/11/18,11:30,112810,112900,112810,112880,865
SPFB.RTS-12.18,1,23/11/18,11:31,112890,112890,112690,112710,1206
SPFB.RTS-12.18,1,23/11/18,11:32,112710,112760,112640,112670,736
SPFB.RTS-12.18,1,23/11/18,11:33,112660,112690,112630,112670,491
SPFB.RTS-12.18,1,23/11/18,11:34,112660,112690,112620,112640,365
SPFB.RTS-12.18,1,23/11/18,11:35,112630,112650,112570,112650,737
SPFB.RTS-12.18,1,23/11/18,11:36,112650,112650,112530,112570,1178
SPFB.RTS-12.18,1,23/11/18,11:37,112560,112650,112550,112640,527
SPFB.RTS-12.18,1,23/11/18,11:38,112640,112640,112540,112560,334
SPFB.RTS-12.18,1,23/11/18,11:39,112560,112650,112500,112610,934
SPFB.RTS-12.18,1,23/11/18,11:40,112590,112600,112540,112560,409
SPFB.RTS-12.18,1,23/11/18,11:41,112550,112660,112550,112650,541
SPFB.RTS-12.18,1,23/11/18,11:42,112660,112760,112620,112690,1035
SPFB.RTS-12.18,1,23/11/18,11:43,112700,112720,112640,112700,316
SPFB.RTS-12.18,1,23/11/18,11:44,112700,112780,112700,112760,458
SPFB.RTS-12.18,1,23/11/18,11:45,112750,112780,112710,112730,396
SPFB.RTS-12.18,1,23/11/18,11:46,112720,112760,112690,112690,354
SPFB.RTS-12.18,1,23/11/18,11:47,112700,112730,112670,112720,283
SPFB.RTS-12.18,1,23/11/18,11:48,112720,112730,112690,112690,129
SPFB.RTS-12.18,1,23/11/18,11:49,112700,112710,112680,112680,214
SPFB.RTS-12.18,1,23/11/18,11:50,112680,112710,112650,112650,213
SPFB.RTS-12.18,1,23/11/18,11:51,112650,112710,112650,112690,204
SPFB.RTS-12.18,1,23/11/18,11:52,112680,112760,112680,112730,447
SPFB.RTS-12.18,1,23/11/18,11:53,112740,112750,112690,112690,147
SPFB.RTS-12.18,1,23/11/18,11:54,112680,112700,112610,112650,637
SPFB.RTS-12.18,1,23/11/18,11:55,112660,112660,112620,112630,108
SPFB.RTS-12.18,1,23/11/18,11:56,112610,112640,112590,112630,187
SPFB.RTS-12.18,1,23/11/18,11:57,112640,112650,112590,112620,140
SPFB.RTS-12.18,1,23/11/18,11:58,112630,112650,112610,112650,104
SPFB.RTS-12.18,1,23/11/18,11:59,112650,112690,112640,112690,172
SPFB.RTS-12.18,1,23/11/18,12:00,112670,112710,112630,112640,410
SPFB.RTS-12.18,1,23/11/18,12:01,112640,112640,112570,112610,702
SPFB.RTS-12.18,1,23/11/18,12:02,112620,112650,112600,112620,261
SPFB.RTS-12.18,1,23/11/18,12:03,112640,112700,112620,112700,340
SPFB.RTS-12.18,1,23/11/18,12:04,112680,112700,112650,112680,182
SPFB.RTS-12.18,1,23/11/18,12:05,112690,112720,112670,112710,202
SPFB.RTS-12.18,1,23/11/18,12:06,112690,112690,112650,112670,80
SPFB.RTS-12.18,1,23/11/18,12:07,112680,112680,112620,112620,112
SPFB.RTS-12.18,1,23/11/18,12:08,112620,112640,112590,112610,344
SPFB.RTS-12.18,1,23/11/18,12:09,112610,112650,112580,112650,273
SPFB.RTS-12.18,1,23/11/18,12:10,112640,112650,112630,112640,22
SPFB.RTS-12.18,1,23/11/18,12:11,112630,112660,112620,112660,250
SPFB.RTS-12.18,1,23/11/18,12:12,112660,112660,112630,112630,147
SPFB.RTS-12.18,1,23/11/18,12:13,112640,112640,112590,112600,250
SPFB.RTS-12.18,1,23/11/18,12:14,112620,112740,112570,112720,1494
SPFB.RTS-12.18,1,23/11/18,12:15,112710,112780,112700,112750,594
SPFB.RTS-12.18,1,23/11/18,12:16,112760,112800,112710,112750,585
SPFB.RTS-12.18,1,23/11/18,12:17,112760,112780,112690,112720,426
SPFB.RTS-12.18,1,23/11/18,12:18,112710,112770,112710,112770,173
SPFB.RTS-12.18,1,23/11/18,12:19,112770,112770,112720,112740,141
SPFB.RTS-12.18,1,23/11/18,12:20,112750,112770,112720,112760,247
SPFB.RTS-12.18,1,23/11/18,12:21,112750,112760,112700,112700,306
SPFB.RTS-12.18,1,23/11/18,12:22,112700,112710,112580,112610,1303
SPFB.RTS-12.18,1,23/11/18,12:23,112600,112610,112520,112570,1116
SPFB.RTS-12.18,1,23/11/18,12:24,112570,112620,112560,112610,431
SPFB.RTS-12.18,1,23/11/18,12:25,112610,112710,112610,112710,448
SPFB.RTS-12.18,1,23/11/18,12:26,112700,112700,112620,112640,230
SPFB.RTS-12.18,1,23/11/18,12:27,112630,112630,112600,112610,137
SPFB.RTS-12.18,1,23/11/18,12:28,112610,112650,112600,112650,430
SPFB.RTS-12.18,1,23/11/18,12:29,112640,112690,112640,112670,169
SPFB.RTS-12.18,1,23/11/18,12:30,112650,112660,112570,112580,645
SPFB.RTS-12.18,1,23/11/18,12:31,112580,112590,112420,112480,3407
SPFB.RTS-12.18,1,23/11/18,12:32,112480,112560,112470,112560,419
SPFB.RTS-12.18,1,23/11/18,12:33,112550,112620,112540,112600,580
SPFB.RTS-12.18,1,23/11/18,12:34,112590,112610,112540,112570,235
SPFB.RTS-12.18,1,23/11/18,12:35,112570,112590,112510,112510,255
SPFB.RTS-12.18,1,23/11/18,12:36,112530,112560,112520,112550,192
SPFB.RTS-12.18,1,23/11/18,12:37,112540,112600,112520,112580,420
SPFB.RTS-12.18,1,23/11/18,12:38,112570,112610,112530,112540,323
SPFB.RTS-12.18,1,23/11/18,12:39,112540,112580,112530,112580,89
SPFB.RTS-12.18,1,23/11/18,12:40,112580,112590,112530,112580,149
SPFB.RTS-12.18,1,23/11/18,12:41,112580,112620,112550,112580,209
SPFB.RTS-12.18,1,23/11/18,12:42,112590,112600,112580,112580,61
SPFB.RTS-12.18,1,23/11/18,12:43,112570,112580,112540,112560,109
SPFB.RTS-12.18,1,23/11/18,12:44,112560,112570,112500,112510,326
SPFB.RTS-12.18,1,23/11/18,12:45,112500,112560,112500,112550,170
SPFB.RTS-12.18,1,23/11/18,12:46,112550,112580,112550,112560,229
SPFB.RTS-12.18,1,23/11/18,12:47,112560,112600,112550,112570,186
SPFB.RTS-12.18,1,23/11/18,12:48,112570,112570,112520,112540,253
SPFB.RTS-12.18,1,23/11/18,12:49,112530,112610,112530,112610,194
SPFB.RTS-12.18,1,23/11/18,12:50,112600,112650,112590,112630,300
SPFB.RTS-12.18,1,23/11/18,12:51,112630,112640,112560,112580,209
SPFB.RTS-12.18,1,23/11/18,12:52,112580,112650,112580,112640,154
SPFB.RTS-12.18,1,23/11/18,12:53,112640,112650,112620,112620,275
SPFB.RTS-12.18,1,23/11/18,12:54,112620,112630,112570,112570,147
SPFB.RTS-12.18,1,23/11/18,12:55,112570,112610,112570,112610,113
SPFB.RTS-12.18,1,23/11/18,12:56,112600,112600,112570,112570,134
SPFB.RTS-12.18,1,23/11/18,12:57,112580,112580,112560,112580,148
SPFB.RTS-12.18,1,23/11/18,12:58,112590,112600,112590,112600,68
SPFB.RTS-12.18,1,23/11/18,12:59,112580,112590,112570,112580,59
SPFB.RTS-12.18,1,23/11/18,13:00,112590,112600,112570,112570,147
SPFB.RTS-12.18,1,23/11/18,13:01,112570,112600,112550,112560,305
SPFB.RTS-12.18,1,23/11/18,13:02,112550,112570,112510,112560,367
SPFB.RTS-12.18,1,23/11/18,13:03,112570,112570,112510,112510,309
SPFB.RTS-12.18,1,23/11/18,13:04,112510,112560,112500,112560,213
SPFB.RTS-12.18,1,23/11/18,13:05,112550,112560,112550,112550,76
SPFB.RTS-12.18,1,23/11/18,13:06,112550,112550,112530,112550,104
SPFB.RTS-12.18,1,23/11/18,13:07,112550,112570,112530,112560,196
SPFB.RTS-12.18,1,23/11/18,13:08,112560,112600,112540,112590,208
SPFB.RTS-12.18,1,23/11/18,13:09,112600,112600,112580,112580,31
SPFB.RTS-12.18,1,23/11/18,13:10,112570,112590,112560,112570,43
SPFB.RTS-12.18,1,23/11/18,13:11,112550,112600,112550,112580,120
SPFB.RTS-12.18,1,23/11/18,13:12,112590,112650,112590,112650,371
SPFB.RTS-12.18,1,23/11/18,13:13,112650,112730,112640,112700,558
SPFB.RTS-12.18,1,23/11/18,13:14,112690,112710,112650,112670,271
SPFB.RTS-12.18,1,23/11/18,13:15,112670,112670,112630,112660,116
SPFB.RTS-12.18,1,23/11/18,13:16,112650,112670,112610,112610,308
SPFB.RTS-12.18,1,23/11/18,13:17,112610,112630,112580,112590,283
SPFB.RTS-12.18,1,23/11/18,13:18,112600,112620,112580,112580,191
SPFB.RTS-12.18,1,23/11/18,13:19,112580,112590,112540,112590,371
SPFB.RTS-12.18,1,23/11/18,13:20,112580,112590,112550,112560,155
SPFB.RTS-12.18,1,23/11/18,13:21,112550,112580,112520,112540,265
SPFB.RTS-12.18,1,23/11/18,13:22,112560,112560,112520,112560,99
SPFB.RTS-12.18,1,23/11/18,13:23,112560,112570,112550,112570,69
SPFB.RTS-12.18,1,23/11/18,13:24,112560,112580,112560,112570,45
SPFB.RTS-12.18,1,23/11/18,13:25,112560,112570,112550,112570,75
SPFB.RTS-12.18,1,23/11/18,13:26,112560,112570,112500,112530,444
SPFB.RTS-12.18,1,23/11/18,13:27,112520,112530,112500,112520,73
SPFB.RTS-12.18,1,23/11/18,13:28,112510,112540,112510,112510,83
SPFB.RTS-12.18,1,23/11/18,13:29,112520,112520,112320,112330,3290
SPFB.RTS-12.18,1,23/11/18,13:30,112320,112330,112180,112180,4974
SPFB.RTS-12.18,1,23/11/18,13:31,112180,112260,112150,112190,2537
SPFB.RTS-12.18,1,23/11/18,13:32,112200,112240,112110,112120,1615
SPFB.RTS-12.18,1,23/11/18,13:33,112120,112130,112030,112080,2415
SPFB.RTS-12.18,1,23/11/18,13:34,112080,112150,112050,112120,1288
SPFB.RTS-12.18,1,23/11/18,13:35,112120,112150,112070,112100,796
SPFB.RTS-12.18,1,23/11/18,13:36,112100,112110,111980,112010,2614
SPFB.RTS-12.18,1,23/11/18,13:37,112010,112010,111830,111830,3967
SPFB.RTS-12.18,1,23/11/18,13:38,111850,111920,111770,111810,3332
SPFB.RTS-12.18,1,23/11/18,13:39,111810,111840,111740,111800,2953
SPFB.RTS-12.18,1,23/11/18,13:40,111810,111850,111740,111810,1139
SPFB.RTS-12.18,1,23/11/18,13:41,111830,111830,111750,111790,1002
SPFB.RTS-12.18,1,23/11/18,13:42,111790,111870,111760,111850,1073
SPFB.RTS-12.18,1,23/11/18,13:43,111850,111920,111830,111880,1176
SPFB.RTS-12.18,1,23/11/18,13:44,111870,111930,111860,111920,1003
SPFB.RTS-12.18,1,23/11/18,13:45,111910,111960,111850,111930,914
SPFB.RTS-12.18,1,23/11/18,13:46,111930,111940,111850,111900,1141
SPFB.RTS-12.18,1,23/11/18,13:47,111900,111910,111860,111890,368
SPFB.RTS-12.18,1,23/11/18,13:48,111880,111940,111850,111920,467
SPFB.RTS-12.18,1,23/11/18,13:49,111940,111940,111870,111910,506
SPFB.RTS-12.18,1,23/11/18,13:50,111900,111930,111850,111850,503
SPFB.RTS-12.18,1,23/11/18,13:51,111870,111880,111820,111870,445
SPFB.RTS-12.18,1,23/11/18,13:52,111870,111900,111840,111870,330
SPFB.RTS-12.18,1,23/11/18,13:53,111870,111890,111840,111870,181
SPFB.RTS-12.18,1,23/11/18,13:54,111880,111940,111880,111920,276
SPFB.RTS-12.18,1,23/11/18,13:55,111920,111920,111840,111920,476
SPFB.RTS-12.18,1,23/11/18,13:56,111920,111920,111690,111710,1529
SPFB.RTS-12.18,1,23/11/18,13:57,111710,111830,111660,111810,1498
SPFB.RTS-12.18,1,23/11/18,13:58,111820,111820,111750,111800,420
SPFB.RTS-12.18,1,23/11/18,13:59,111790,111820,111760,111810,415
SPFB.RTS-12.18,1,23/11/18,14:00,111810,111820,111660,111670,1022
SPFB.RTS-12.18,1,23/11/18,14:06,111680,111790,111670,111740,1526
SPFB.RTS-12.18,1,23/11/18,14:07,111740,111740,111680,111700,518
SPFB.RTS-12.18,1,23/11/18,14:08,111700,111720,111620,111660,784
SPFB.RTS-12.18,1,23/11/18,14:09,111650,111710,111650,111690,454
SPFB.RTS-12.18,1,23/11/18,14:10,111680,111700,111620,111660,529
SPFB.RTS-12.18,1,23/11/18,14:11,111660,111720,111600,111650,1815
SPFB.RTS-12.18,1,23/11/18,14:12,111650,111660,111610,111610,699
SPFB.RTS-12.18,1,23/11/18,14:13,111610,111610,111580,111590,459
SPFB.RTS-12.18,1,23/11/18,14:14,111600,111620,111590,111620,344
SPFB.RTS-12.18,1,23/11/18,14:15,111610,111650,111600,111630,411
SPFB.RTS-12.18,1,23/11/18,14:16,111630,111690,111620,111680,820
SPFB.RTS-12.18,1,23/11/18,14:17,111670,111750,111670,111730,814
SPFB.RTS-12.18,1,23/11/18,14:18,111750,111770,111710,111760,557
SPFB.RTS-12.18,1,23/11/18,14:19,111770,111770,111710,111750,284
SPFB.RTS-12.18,1,23/11/18,14:20,111750,111770,111720,111730,130
SPFB.RTS-12.18,1,23/11/18,14:21,111730,111790,111730,111740,264
SPFB.RTS-12.18,1,23/11/18,14:22,111750,111760,111720,111750,297
SPFB.RTS-12.18,1,23/11/18,14:23,111730,111750,111720,111740,128
SPFB.RTS-12.18,1,23/11/18,14:24,111730,111770,111710,111760,349
SPFB.RTS-12.18,1,23/11/18,14:25,111760,111760,111710,111720,175
SPFB.RTS-12.18,1,23/11/18,14:26,111720,111740,111690,111720,381
SPFB.RTS-12.18,1,23/11/18,14:27,111730,111770,111710,111730,151
SPFB.RTS-12.18,1,23/11/18,14:28,111720,111750,111700,111750,209
SPFB.RTS-12.18,1,23/11/18,14:29,111760,111780,111750,111770,239
SPFB.RTS-12.18,1,23/11/18,14:30,111760,111770,111710,111730,187
SPFB.RTS-12.18,1,23/11/18,14:31,111740,111920,111700,111910,1689
SPFB.RTS-12.18,1,23/11/18,14:32,111900,111950,111840,111850,723
SPFB.RTS-12.18,1,23/11/18,14:33,111850,111850,111800,111810,747
SPFB.RTS-12.18,1,23/11/18,14:34,111830,111830,111790,111800,354
SPFB.RTS-12.18,1,23/11/18,14:35,111810,111810,111780,111790,205
SPFB.RTS-12.18,1,23/11/18,14:36,111790,111820,111770,111810,241
SPFB.RTS-12.18,1,23/11/18,14:37,111810,111820,111770,111770,301
SPFB.RTS-12.18,1,23/11/18,14:38,111770,111790,111750,111760,174
SPFB.RTS-12.18,1,23/11/18,14:39,111760,111790,111750,111780,207
SPFB.RTS-12.18,1,23/11/18,14:40,111770,111820,111750,111810,381
SPFB.RTS-12.18,1,23/11/18,14:41,111820,111870,111790,111800,507
SPFB.RTS-12.18,1,23/11/18,14:42,111800,111820,111780,111780,286
SPFB.RTS-12.18,1,23/11/18,14:43,111770,111800,111770,111780,121
SPFB.RTS-12.18,1,23/11/18,14:44,111780,111830,111780,111800,208
SPFB.RTS-12.18,1,23/11/18,14:45,111800,111840,111800,111820,163
SPFB.RTS-12.18,1,23/11/18,14:46,111840,111840,111770,111790,213
SPFB.RTS-12.18,1,23/11/18,14:47,111800,111820,111760,111800,311
SPFB.RTS-12.18,1,23/11/18,14:48,111790,111820,111790,111800,65
SPFB.RTS-12.18,1,23/11/18,14:49,111800,111810,111780,111810,69
SPFB.RTS-12.18,1,23/11/18,14:50,111800,111810,111780,111810,159
SPFB.RTS-12.18,1,23/11/18,14:51,111810,111820,111790,111800,127
SPFB.RTS-12.18,1,23/11/18,14:52,111790,111790,111760,111760,172
SPFB.RTS-12.18,1,23/11/18,14:53,111770,111840,111750,111810,301
SPFB.RTS-12.18,1,23/11/18,14:54,111800,111810,111780,111800,103
SPFB.RTS-12.18,1,23/11/18,14:55,111800,111800,111760,111780,109
SPFB.RTS-12.18,1,23/11/18,14:56,111790,111790,111730,111770,333
SPFB.RTS-12.18,1,23/11/18,14:57,111780,111840,111770,111830,272
SPFB.RTS-12.18,1,23/11/18,14:58,111820,111840,111770,111770,143
SPFB.RTS-12.18,1,23/11/18,14:59,111770,111790,111740,111770,383
SPFB.RTS-12.18,1,23/11/18,15:00,111760,111780,111740,111770,62
SPFB.RTS-12.18,1,23/11/18,15:01,111780,111820,111750,111800,209
SPFB.RTS-12.18,1,23/11/18,15:02,111790,111800,111770,111780,101
SPFB.RTS-12.18,1,23/11/18,15:03,111780,111800,111760,111800,227
SPFB.RTS-12.18,1,23/11/18,15:04,111800,111820,111770,111820,148
SPFB.RTS-12.18,1,23/11/18,15:05,111820,111860,111820,111860,288
SPFB.RTS-12.18,1,23/11/18,15:06,111860,111860,111770,111790,324
SPFB.RTS-12.18,1,23/11/18,15:07,111790,111790,111740,111750,264
SPFB.RTS-12.18,1,23/11/18,15:08,111750,111770,111720,111750,335
SPFB.RTS-12.18,1,23/11/18,15:09,111760,111780,111720,111750,416
SPFB.RTS-12.18,1,23/11/18,15:10,111750,111750,111700,111720,672
SPFB.RTS-12.18,1,23/11/18,15:11,111730,111770,111710,111760,197
SPFB.RTS-12.18,1,23/11/18,15:12,111770,111780,111710,111730,644
SPFB.RTS-12.18,1,23/11/18,15:13,111740,111790,111720,111780,518
SPFB.RTS-12.18,1,23/11/18,15:14,111790,111820,111760,111820,295
SPFB.RTS-12.18,1,23/11/18,15:15,111800,111810,111770,111790,161
SPFB.RTS-12.18,1,23/11/18,15:16,111790,111830,111760,111820,473
SPFB.RTS-12.18,1,23/11/18,15:17,111820,111880,111810,111880,1034
SPFB.RTS-12.18,1,23/11/18,15:18,111870,111880,111830,111840,261
SPFB.RTS-12.18,1,23/11/18,15:19,111840,111880,111830,111870,246
SPFB.RTS-12.18,1,23/11/18,15:20,111870,111870,111840,111840,98
SPFB.RTS-12.18,1,23/11/18,15:21,111830,111850,111820,111830,171
SPFB.RTS-12.18,1,23/11/18,15:22,111830,111840,111780,111820,292
SPFB.RTS-12.18,1,23/11/18,15:23,111820,111860,111810,111850,283
SPFB.RTS-12.18,1,23/11/18,15:24,111850,111880,111840,111860,221
SPFB.RTS-12.18,1,23/11/18,15:25,111860,111890,111840,111890,253
SPFB.RTS-12.18,1,23/11/18,15:26,111890,111930,111860,111880,348
SPFB.RTS-12.18,1,23/11/18,15:27,111860,111900,111860,111880,88
